Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
India,IND,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.560248978056011,0.560338897639105,0.573225749347717,0.568548918814711,0.560096659520744,0.562233347707099,0.591334231649056,0.594249382264435,0.58725226392636,0.585269023173488,0.589408503630094,..,..
India,IND,"Armed forces personnel, total",MS.MIL.TOTL.P1,2625586,2647150,2728700,2749700,2749700,2798800,2981050,3031000,3026500,3045000,3068000,..,..
India,IND,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.438,20.945,20.421,19.935,19.049,18.765,18.514,17.911,17.651,17.049,16.572,16.419,16.267
India,IND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.377690076828,3.79618000984192,4.08479833602905,3.84467005729675,3.89878034591675,4.11499166488647,4.256516456604,4.30639696121216,4.3769326210022,3.89732360839844,4.04014158248901,4.63514137268066,4.12072849273682
India,IND,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,..,..,14107000000,13884000000,17492000000,17686000000,19184000000,21856000000,25790000000,28595000000,15777000000,..,..
India,IND,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,46.7,44.6,42.5,40.5,38.5,36.5,34.7,32.9,31.3,29.7,28.1,26.8,25.5
India,IND,"Population, total",SP.POP.TOTL,1240613620,1257621191,1274487215,1291132063,1307246509,1322866505,1338636340,1354195680,1369003306,1383112050,1396387127,1407563842,1417173173
India,IND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.27,3.25,3.33,3.75,3.62,3.6,3.5,2.94,2.86,2.95,3.34,3.28,..
India,IND,GDP (current US$),NY.GDP.MKTP.CD,1675615519484.96,1823051829895.13,1827637590410.95,1856721507621.46,2039126479155.27,2103588360044.39,2294796885663.67,2651474262755.59,2702929641648.14,2835606256558.84,2674851578586.86,3167270623260.52,3353470496885.95
India,IND,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1449400281957.08,1569510868576.62,1576093532005.61,1602694127290.88,1767101425787.74,1839197893355,1991577687380.81,2326228560999.19,2363288935865.17,2479347909060.48,2297238845810,2697069318282.99,..
India,IND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,7.01317458100183,3.8180743120835,4.06082238436569,5.01461186438419,6.08618022720231,6.72106763062213,6.98098970132099,5.56833351357884,5.30240867857299,2.81187310225657,-6.6734705465819,8.81860584308893,6.2615994901934
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100
Germany,DEU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.803696771174544,0.910022423855418,0.847918814268698,0.942643214114216,0.904547674923055,0.684691591379231,0.69843112985447,0.851748919550925,0.689090611953825,0.790850030655333,0.73895402984373,0.711937967352693,0.920163742871072
Germany,DEU,Agricultural land (% of land area),AG.LND.AGRI.ZS,47.9100324181656,47.9659169153087,47.8108681930338,47.8588626461821,47.9363714531384,47.9590666743106,47.6843370735058,47.7631164667831,47.6415364359723,47.7002776267209,47.4970663155786,47.4856177910072,..
Germany,DEU,Arable land (% of land area),AG.LND.ARBL.ZS,33.9845655105144,34.0687399586872,33.9530613415964,34.0403577161202,34.018343364861,33.9563148540962,33.6701396839936,33.694936600166,33.5766214437003,33.5270042073328,33.3838976501903,33.3667248633332,..
Germany,DEU,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.599449311890165,0.469694800226939,0.445481094255437,0.430080903062347,0.42064713240422,0.415605686451552,0.411088840292215,0.410780449077967,0.41288231046938,0.414099698643445,0.420678146965635,..,..
Germany,DEU,"Armed forces personnel, total",MS.MIL.TOTL.P1,251465,196000,186450,181550,178600,177300,179100,180000,181400,184000,183000,..,..
Germany,DEU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.3,8.3,8.4,8.5,8.8,9,9.6,9.5,9.5,9.4,9.3,9.6,8.8
Germany,DEU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.09588003158569,4.98425006866455,4.92844009399414,4.93538999557495,4.92102003097534,4.85515022277832,4.83923006057739,4.87182998657227,4.97933006286621,5.11552000045776,5.59038019180298,5.45488977432251,4.54389047622681
Germany,DEU,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,90866000000,99909000000,96196000000,102668000000,101737000000,85334000000,87412000000,97163000000,103502000000,101231000000,..,..,..
Germany,DEU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.5,3.4,3.4,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.1,3.1,3
Germany,DEU,"Population, total",SP.POP.TOTL,81776930,80274983,80425823,80645605,80982500,81686611,82348669,82657002,82905782,83092962,83160871,83196078,83797985
Germany,DEU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.09592915,10.77844906,10.85345554,10.99905777,11.02588272,11.19047737,11.241889,11.33617592,11.48051548,11.71550655,12.69255257,12.93412971,12.65471077
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,3399667820000.01,3749314991050.59,3527143188785.16,3733804649549.03,3889093051023.52,3357585719351.56,3469853463945.53,3690849152517.65,3974443355019.6,3889177589254.9,3887727161914.41,4278503934689.85,4082469490797.68
Germany,DEU,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,2852709271295.79,3175984763813.31,2972535919619.34,3140848979812.29,3268168894268.39,2830967288599.07,2936856488479.01,3121156472138.63,3387078911089.78,3300286458675.79,3246857965545.54,3575973916047.79,..
Germany,DEU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.33960677706354,5.86963573749217,0.230160992711959,0.163870562978019,1.7843418861469,0.617105353219898,1.40810207548923,2.29720604740949,0.678212594110718,0.847783197111852,-3.90530358342936,3.12016297281919,1.07495188724516
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,25.5,23,29,30.8,27.2,29,42.9,44.3,44.8,48,51.1,54.2,55
Ethiopia,ETH,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,41.4468200699758,41.2499638574537,44.3309427521463,41.2395055340925,38.5204496889284,36.0569753905786,34.6988795973718,33.7792806688833,31.2188007841387,33.6333290594336,35.5582693458206,37.5791156879114,37.6422282713295
Ethiopia,ETH,Agricultural land (% of land area),AG.LND.AGRI.ZS,31.6178614528083,32.1867824793268,32.3308357644563,32.5180834179228,32.7060238794806,32.8929601801843,33.0793660251424,33.263928222695,33.5852342867904,33.8392576144297,34.0927517767343,34.1981062223837,..
Ethiopia,ETH,Arable land (% of land area),AG.LND.ARBL.ZS,12.9057016523317,13.4622857841088,13.5975938840536,13.7084734886151,13.8196463945917,13.9303959212488,14.0409202302156,14.1501573670251,14.3430384771727,14.3473490257357,14.3500906874499,14.4554451330993,..
Ethiopia,ETH,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.345341724269708,0.333161690683561,0.321291588460491,0.310041001349757,0.299461996992273,0.289377456825093,0.279586717345609,0.270180876699355,0.261435947169933,0.253237104212427,0.247414482797594,..,..
Ethiopia,ETH,"Armed forces personnel, total",MS.MIL.TOTL.P1,138000,138000,138000,138000,138000,138000,138000,138000,138000,138000,138000,..,..
Ethiopia,ETH,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,36.528,35.846,34.845,33.938,33.554,33.428,33.315,33.059,32.996,33.123,32.78,32.383,31.835
Ethiopia,ETH,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.49659013748169,5.48576021194458,5.56678009033203,4.82446432113647,4.79265069961548,5.15336132049561,5.06151390075684,5.49905061721802,5.22011184692383,4.48086929321289,4.09056520462036,4.06524896621704,3.73649501800537
Ethiopia,ETH,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,..,..,..,..,..,..,461000000,363500000,612700012.207031,661000000,322500000,..,..
Ethiopia,ETH,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,54.6,52.1,49.7,47.5,45.5,43.6,41.8,40.1,38.6,37.3,36.1,35,33.9
Ethiopia,ETH,"Population, total",SP.POP.TOTL,89237791,91817929,94451280,97084366,99746766,102471895,105293228,108197950,111129438,114120594,117190911,120283026,123379924
Ethiopia,ETH,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.46637249,4.46897745,4.5395956,4.07506514,4.03365517,3.82316828,3.60033751,3.45336914,3.30371761,3.23382378,3.48096275,3.20824432,..
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,29933790334.3418,31952763089.33,43310721414.0829,47648276605.0123,55612228233.5179,64589328550.5953,74296745207.8721,81770886825.6048,84269196625.8784,95912607722.3032,107657734392.446,111261882958.426,126772703047.701
Ethiopia,ETH,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,22294529929.5057,23258760582.8223,31998806867.2355,35448578250.636,42605775685.1162,49659215179.8291,58385906770.7086,65359461545.3577,70731968226.093,82027923370.9125,92691294404.0473,96072352511.7058,..
Ethiopia,ETH,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,9.4198734285809,8.0541204807153,5.61865391933833,7.58309892413058,7.31454492337771,7.45669509715687,6.50121149670628,6.62278907050467,3.99844025588089,5.52381056763929,3.28084798420211,2.92580454535896,2.67756191274128
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.7,99.9,99.9,100,100,100,100,100,100,100,100,100,100
China,CHN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,9.32517694053669,9.17765379535199,9.11371387030751,8.94289396230057,8.64349139629661,8.38701488219603,8.0572875346436,7.46356501656873,7.04302025319625,7.1436902775818,7.69864253416333,7.24101746939763,7.32176000478118
China,CHN,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.1834730812931,56.1036602181182,56.0235278052443,55.9433953923703,55.8632629794963,55.7831305666223,55.7030040870411,55.6228716656317,55.5427392442223,55.462649429444,55.462649429444,55.462649429444,..
China,CHN,Arable land (% of land area),AG.LND.ARBL.ZS,12.7960801051446,12.6413860958174,12.4973437431264,12.39590801698,12.3136452727788,12.2356431912321,12.0845010177659,11.9333575516526,11.7822140748875,11.6275626557139,11.6062593401724,11.5956076824016,..
China,CHN,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.380462381086386,0.378377381085818,0.38424110924454,0.384189561106235,0.383687243900302,0.36415589846275,0.345280724580428,0.346100878296539,0.347169212002691,0.326961305054325,0.33194326754079,..,..
China,CHN,"Armed forces personnel, total",MS.MIL.TOTL.P1,2945000,2945000,2993000,2993000,2993000,2843000,2695000,2695000,2695000,2535000,2535000,..,..
China,CHN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.9,13.27,14.57,13.03,13.83,11.99,13.57,12.64,10.86,10.41,8.52,7.52,6.77
China,CHN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.55966520309448,3.80921697616577,4.29788875579834,4.1298041343689,4.10536003112793,4.24201250076294,4.20638513565063,4.11133146286011,4.02442407608032,4.05939483642578,4.2333812713623,3.98832511901855,4.02356958389282
China,CHN,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,12.5,11.5,10.5,9.7,8.9,8.2,7.6,7,6.4,6,5.5,5.1,4.8
China,CHN,"Population, total",SP.POP.TOTL,1337705000,1345035000,1354190000,1363240000,1371860000,1379860000,1387790000,1396215000,1402760000,1407745000,1411100000,1412360000,1412175000
China,CHN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.23068333,4.34274387,4.56584787,4.71490669,4.77790594,4.93827963,4.97955608,5.06592178,5.16790485,5.3502779,5.59359741,5.38360548,..
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,6087191746679.49,7551545703440.75,8532185381680.59,9570471111831.68,10475624944355.2,11061572618578.7,11233313730348.7,12310491333980.9,13894907857880.6,14279968506271.7,14687744162801,17820459508852.2,17881783387000.9
China,CHN,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,4664923791171.53,5558588753710.79,6459842698814.53,7143084686084.22,7892871215011.02,8296709954530.95,8435661005551.13,9297317126592.73,10284839661479.3,10516015372298.9,10597985631449.7,12732916907122.6,..
China,CHN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,10.1028326225249,8.95381604174548,7.13452377743971,7.05073413400802,6.75076031581014,6.42073647731185,6.23821544767785,6.30186310056631,6.25170055571749,5.57531686294317,1.99555804192106,8.35171995394172,3.00257602626677
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.6,99.3,99.5,99.6,99.7,99.7,99.7,99.8,99.7,99.8,99.7,99.5,100
Brazil,BRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,4.11575648758173,4.34203412773382,4.1683282240444,4.5068861822272,4.32561053879483,4.31914942942436,4.89135358845478,4.60059169575972,4.42039930378329,4.2050140943502,5.71148511544041,6.55876261159667,5.76747490819457
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.7375349060916,27.8237741889942,27.9100134718969,27.9962527547995,28.0824920377022,28.1687313206048,28.2549706035075,28.3410663137971,28.4156284771492,28.490129502497,28.5646185634603,28.6390944636007,..
Brazil,BRA,Arable land (% of land area),AG.LND.ARBL.ZS,6.15029181133602,6.22471028243126,6.29924839737071,6.37366686846595,6.4482049834054,6.52274309834485,6.59716156944009,6.67158004053533,6.74611815547478,6.82061918082253,6.89510824178585,6.96958414192631,..
Brazil,BRA,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.748137405456794,0.75143977685394,0.734122149373176,0.724105399534857,0.732216927520411,0.718902223788773,0.708780840504481,0.697124041505772,0.71806847557561,0.705558018475676,0.748851220951796,..,..
Brazil,BRA,"Armed forces personnel, total",MS.MIL.TOTL.P1,713480,713480,713480,713480,729500,729500,729500,730000,761500,762000,762000,..,..
Brazil,BRA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.492,15.309,14.939,14.69,14.753,14.727,14.051,14.159,14.133,13.633,13.078,12.883,12.649
Brazil,BRA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.64879989624023,5.73741006851196,5.85510015487671,5.8388500213623,5.94848012924194,6.24105978012085,6.314040184021,6.32047986984253,6.08851003646851,5.96346998214722,5.77150011062622,5.4969801902771,..
Brazil,BRA,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,18883000000,24608000000,26008000000,29286000000,29998000000,20356000000,17068000000,22991000000,22229000000,21178000000,6490000000,..,..
Brazil,BRA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,16.6,16,15.4,14.9,14.5,14.2,15,13.7,13.4,13.2,13,12.8,12.5
Brazil,BRA,"Population, total",SP.POP.TOTL,196353492,198185302,199977707,201721767,203459650,205188205,206859578,208504960,210166592,211782878,213196304,214326223,215313498
Brazil,BRA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.94516611,7.78819132,7.73637724,7.9766016,8.39644146,8.90929985,9.16901493,9.47124863,9.46475029,9.61449146,10.18235016,9.89072323,..
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,2208837745214.23,2616156223977.47,2465227803011.57,2472819535742.73,2456043727198.85,1802212206904.68,1795693482652.52,2063514977334.32,1916933898038.36,1873288205186.45,1476107231194.11,1670647399034.67,1951923942083.32
Brazil,BRA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1719690505515.28,2003637158343.32,1841049768095.16,1876918816925.21,1849302367272.97,1344519763892.24,1334168980643.64,1564390551179.1,1439512572443.35,1414533397119.49,1120080765320.71,1210328882715.66,..
Brazil,BRA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,6.52281617922927,3.01339627261974,1.00765403282705,2.11425645194304,-0.354514802264433,-4.35831717939337,-4.05742300240568,0.523296588574212,0.978938492697395,0.448280407148658,-3.91800417154039,4.21030025353157,2.54433285377806
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,55.3,59.6,65.5,61.5,62.4,74,75.9,88,86.9,92.2,96.2,99,99.4
Bangladesh,BGD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,17.0011812592919,16.8099867573503,16.1775631732753,15.4932779975908,15.3516208986344,14.7829964369364,13.4647923176039,12.9572760433733,12.4800771856196,11.9753231358984,11.9996868602485,11.6328584271282,11.2176010351595
Bangladesh,BGD,Agricultural land (% of land area),AG.LND.AGRI.ZS,70.9917799800261,70.1236844126911,70.0852731044019,71.2760236613659,71.5986786509949,72.4763002227856,73.1136974725359,73.4526388568795,73.9594376584466,75.8392870861182,76.2694937389568,77.3450103710532,..
Bangladesh,BGD,Arable land (% of land area),AG.LND.ARBL.ZS,59.8525005761696,58.9844050088346,58.9229469155719,58.9844050088346,58.9152646539141,59.4010908811554,59.6466927863563,59.5938388261504,59.7088422831682,61.2045786279481,61.4580932626565,62.3031420450181,..
Bangladesh,BGD,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.390202374799983,0.383575610070107,0.376646627202328,0.369594251251226,0.362783279229175,0.356314267797321,0.349791076019883,0.329041706378725,0.330262625479797,0.323136897985994,0.319983161273783,..,..
Bangladesh,BGD,"Armed forces personnel, total",MS.MIL.TOTL.P1,220953,220950,220950,220950,220950,220950,220950,221000,227050,227000,227000,..,..
Bangladesh,BGD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.379,20.569,20.117,19.9,19.537,19.158,19.002,18.495,18.462,18.35,18.053,17.821,17.48
Bangladesh,BGD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,2.13269996643066,2.04667067527771,1.96616005897522,2.09871673583984,1.87225413322449,2.22119998931885,1.85040032863617,1.65589129924774,1.68138802051544,1.76528060436249,1.83117997646332,1.71183669567108
Bangladesh,BGD,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,835000000,819000000,889000000,1308000000,782000000,827000000,843000000,1127000000,1207000000,1389000000,659000000,..,..
Bangladesh,BGD,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,38.9,37.2,35.6,34.1,32.7,31.4,30.1,28.9,27.8,26.7,25.7,24.9,24.1
Bangladesh,BGD,"Population, total",SP.POP.TOTL,148391139,150211005,152090649,154030139,155961299,157830000,159784568,161793964,163683958,165516222,167420951,169356251,171186372
Bangladesh,BGD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.28807664,2.36418128,2.3537879,2.29574466,2.27915168,2.27217698,2.38938212,2.36720181,2.31622243,2.25762248,2.27063942,2.36492991,..
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,115275540861.36,128607482927.468,133310747047.528,149998957327.029,172886611131.255,195146607942.291,265224514652.992,293732447017.328,321362751137.574,351231655150.827,373979442653.343,416271647002.435,460131688909.301
Bangladesh,BGD,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,114093205737.914,126960518030.501,132381918586.563,148630473444.019,168853214206.68,190332221808.999,254207227699.906,277679601303.089,305777695036.025,360627233626.55,383459686377.669,430454772495.358,..
Bangladesh,BGD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.37348466383585,5.17452087670409,5.20499111861467,4.67872191823137,4.74777922650441,5.29106080768767,5.80321039708029,5.26645511283064,6.08023776882422,6.68766272688883,2.27110129405703,5.71664908722495,5.95484484128914
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,
Last Updated: 11/13/2024,,,,,,,,,,,,,,,,
